"Тарасенко Тарас Петрович";"Голова підкомітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Ткаченко Максим Миколайович";"Перший заступник голови Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Умєров Рустем Енверович";"Секретар Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Чийгоз Ахтем Зейтуллайович";"Голова підкомітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Яковлєва Неллі Іллівна";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Бабій Роман Вячеславович";"Голова підкомітету";"Комітет з питань правової політики"
"Божик Валерій Іванович";"Заступник голови Комітету";"Комітет з питань правової політики"
"Ватрас Володимир Антонович";"Голова підкомітету";"Комітет з питань правової політики"
"Вельможний Сергій Анатолійович";"Член Комітету";"Комітет з питань правової політики"
"Власенко Сергій Володимирович";"Член Комітету";"Комітет з питань правової політики"
"Демченко Сергій Олексійович";"Член Комітету";"Комітет з питань правової політики"
"Дирдін Максим Євгенович";"Член Комітету";"Комітет з питань правової політики"
"Калаур Іван Романович";"Голова підкомітету";"Комітет з питань правової політики"
"Князевич Руслан Петрович";"Член Комітету";"Комітет з питань правової політики"
"Костін Андрій Євгенович";"Голова Комітету";"Комітет з питань правової політики"
"Макаров Олег Анатолійович";"Секретар Комітету";"Комітет з питань правової політики"
"Маслов Денис Вячеславович";"Член Комітету";"Комітет з питань правової політики"
"Німченко Василь Іванович";"Перший заступник голови Комітету";"Комітет з питань правової політики"
"Новіков Михайло Миколайович";"Член Комітету";"Комітет з питань правової політики"
"Павліш Павло Васильович";"Член Комітету";"Комітет з питань правової політики"
"Пузанов Олександр Геннадійович";"Член Комітету";"Комітет з питань правової політики"
"Соболєв Сергій Владиславович";"Член Комітету";"Комітет з питань правової політики"
"Совгиря Ольга Володимирівна";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань правової політики"
"Стефанчук Микола Олексійович";"Член Комітету";"Комітет з питань правової політики"
"Торохтій Богдан Григорович";"Член Комітету";"Комітет з питань правової політики"
"Фріс Ігор Павлович";"Голова підкомітету";"Комітет з питань правової політики"
"Шпенов Дмитро Юрійович";"Член Комітету";"Комітет з питань правової політики"
"Алєксєєв Сергій Олегович";"Голова підкомітету";"Комітет з питань правоохоронної діяльності"
"Арешонков Володимир Юрійович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Бакумов Олександр Сергійович";"Голова підкомітету";"Комітет з питань правоохоронної діяльності"
"Бородін Владислав Валерійович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Бужанський Максим Аркадійович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Галушко Микола Леонідович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Данілов Віталій Богданович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Дануца Олександр Анатолійович";"Голова підкомітету";"Комітет з питань правоохоронної діяльності"
"Дмитрук Артем Геннадійович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Захарченко Володимир Васильович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Іонушас Сергій Костянтинович";"Заступник голови Комітету";"Комітет з питань правоохоронної діяльності"
"Кива Ілля Володимирович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Колєв Олег Вікторович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Куницький Олександр Олегович";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Мамка Григорій Миколайович";"Заступник голови Комітету";"Комітет з питань правоохоронної діяльності"
"Мамоян Суто Чолоєвич";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Медяник В'ячеслав Анатолійович";"Голова підкомітету";"Комітет з питань правоохоронної діяльності"
"Михайлюк Галина Олегівна";"Заступник голови Комітету";"Комітет з питань правоохоронної діяльності"
"Мінько Сергій Анатолійович";"Секретар Комітету";"Комітет з питань правоохоронної діяльності"
"Неклюдов Владлен Михайлович";"Голова підкомітету";"Комітет з питань правоохоронної діяльності"
"Осадчук Андрій Петрович";"Перший заступник голови Комітету";"Комітет з питань правоохоронної діяльності"
"Павлюк Максим Васильович";"Заступник голови Комітету";"Комітет з питань правоохоронної діяльності"
"Устінова Олександра Юріївна";"Член Комітету";"Комітет з питань правоохоронної діяльності"
"Яцик Юлія Григорівна";"Голова підкомітету";"Комітет з питань правоохоронної діяльності"
"Гринчук Оксана Анатоліївна";"Голова підкомітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Євтушок Сергій Миколайович";"Перший заступник голови Комітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Загородній Юрій Іванович";"Голова підкомітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Кальченко Сергій Віталійович";"Голова Комітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Культенко Артем Валерійович";"Заступник голови Комітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Марченко Людмила Іванівна";"Голова підкомітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Папієв Михайло Миколайович";"Секретар Комітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Приходько Наталія Ігорівна";"Голова підкомітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Савченко Ольга Станіславівна";"Заступник голови Комітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Синютка Олег Михайлович";"Голова підкомітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Фролов Павло Валерійович";"Голова підкомітету";"Комітет з питань Регламенту, депутатської етики та організації роботи Верховної Ради України"
"Брагар Євгеній Вадимович";"Заступник голови Комітету";"Комітет з питань свободи слова"
"Санченко Олександр Володимирович";"Член Комітету";"Комітет з питань свободи слова"
"Циба Тетяна Вікторівна";"Голова підкомітету";"Комітет з питань свободи слова"
"Швець Сергій Федорович";"Секретар Комітету, голова підкомітету Комітету";"Комітет з питань свободи слова"
"Шуфрич Нестор Іванович";"Голова Комітету";"Комітет з питань свободи слова"
"Арсенюк Олег Олексійович";"Голова підкомітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Бабенко Микола Вікторович";"Секретар Комітету, голова підкомітету Комітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Гривко Сергій Дмитрович";"Голова підкомітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Королевська Наталія Юріївна";"Заступник голови Комітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Остапенко Анатолій Дмитрович";"Голова підкомітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Струневич Вадим Олегович";"Заступник голови Комітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Тимошенко Юлія Володимирівна";"Член Комітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Третьякова Галина Миколаївна";"Голова Комітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Цимбалюк Михайло Михайлович";"Перший заступник голови Комітету";"Комітет з питань соціальної політики та захисту прав ветеранів"
"Бондар Віктор Васильович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Бондарєв Костянтин Анатолійович";"Голова підкомітету";"Комітет з питань транспорту та інфраструктури"
"Василів Ігор Володимирович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Васильковський Ігор Ігорович";"Голова підкомітету";"Комітет з питань транспорту та інфраструктури"
"Вацак Геннадій Анатолійович";"Секретар Комітету";"Комітет з питань транспорту та інфраструктури"
"Величкович Микола Романович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Горенюк Олександр Олександрович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Зуєв Максим Сергійович";"Голова підкомітету";"Комітет з питань транспорту та інфраструктури"
"Кісєль Юрій Григорович";"Голова Комітету";"Комітет з питань транспорту та інфраструктури"
"Клименко Юлія Леонідівна";"Перший заступник голови Комітету";"Комітет з питань транспорту та інфраструктури"
"Ковальов Артем Володимирович";"Голова підкомітету";"Комітет з питань транспорту та інфраструктури"
"Козак Володимир Васильович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Корявченков Юрій Валерійович";"Голова підкомітету";"Комітет з питань транспорту та інфраструктури"
"Крейденко Володимир Вікторович";"Заступник голови Комітету";"Комітет з питань транспорту та інфраструктури"
"Мурдій Ігор Юрійович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Негулевський Ігор Петрович";"Голова підкомітету";"Комітет з питань транспорту та інфраструктури"
"Павловський Петро Іванович";"Голова підкомітету";"Комітет з питань транспорту та інфраструктури"
"Пашковський Максим Ігорович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Пономарьов Олександр Сергійович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Савчук Оксана Василівна";"Голова підкомітету";"Комітет з питань транспорту та інфраструктури"
"Сухов Олександр Сергійович";"Член Комітету";"Комітет з питань транспорту та інфраструктури"
"Тищенко Микола Миколайович";"Заступник голови Комітету";"Комітет з питань транспорту та інфраструктури"
"Абрамович Ігор Олександрович";"Заступник голови Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Аллахвердієва Ірина Валеріївна";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Василевська-Смаглюк Ольга Михайлівна";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Васильченко Галина Іванівна";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Володіна Дар'я Артемівна";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Воронько Олег Євгенійович";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Герега Олександр Володимирович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Гетманцев Данило Олександрович";"Голова Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Горват Роберт Іванович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Діденко Юлія Олександрівна";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Дубінський Олександр Анатолійович";"Заступник голови Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Железняк Ярослав Іванович";"Перший заступник голови Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Заблоцький Мар'ян Богданович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Іванчук Андрій Володимирович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Кінзбурська Вікторія Олександрівна";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Ковальов Олексій Іванович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Ковальчук Олександр Володимирович";"Заступник голови Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Козак Тарас Романович";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Колісник Анна Сергіївна";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Кулініч Олег Іванович";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Леонов Олексій Олександрович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Ляшенко Анастасія Олексіївна";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Марусяк Олег Романович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Мотовиловець Андрій Вікторович";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Ніколаєнко Андрій Іванович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Палиця Ігор Петрович";"Секретар Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Петруняк Євген Васильович";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Рєпіна Елла Анатоліївна";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Сова Олександр Георгійович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Солод Юрій Васильович";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Устенко Олексій Олегович";"Голова підкомітету";"Комітет з питань фінансів, податкової та митної політики"
"Холодов Андрій Іванович";"Заступник голови Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Шкрум Альона Іванівна";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Южаніна Ніна Петрівна";"Член Комітету";"Комітет з питань фінансів, податкової та митної політики"
"Ар'єв Володимир Ігорович";"Член Комітету";"Комітет з питань цифрової трансформації"
"Васильєв Ігор Сергійович";"Голова підкомітету";"Комітет з питань цифрової трансформації"
"Крячко Михайло Валерійович";"Голова Комітету";"Комітет з питань цифрової трансформації"
"Ларін Сергій Миколайович";"Секретар Комітету";"Комітет з питань цифрової трансформації"
"Подгорна Вікторія Валентинівна";"Голова підкомітету";"Комітет з питань цифрової трансформації"
"Рудик Кіра Олександрівна";"Перший заступник голови Комітету";"Комітет з питань цифрової трансформації"
"Соха Роман Васильович";"Член Комітету";"Комітет з питань цифрової трансформації"
"Федієнко Олександр Павлович";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань цифрової трансформації"
"Чернєв Єгор Володимирович";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань цифрової трансформації"
"Штепа Сергій Сергійович";"Голова підкомітету";"Комітет з питань цифрової трансформації"
