4000;"Про Державний бюджет України на 2021 рік";"Перше читання - 02.11.2020";3;0;2;1;0;0;0;"Іванов Володимир Ілліч (народний депутат IX скл.)"
"1029";"Про внесення змін до деяких законодавчих актів України щодо забезпечення ефективності інституційного механізму запобігання корупції";"Друге читання - 16.09.2019";5;0;5;0;0;0;0;"Іванчук Андрій Володимирович (народний депутат IX скл.)"
"1056-1";"Про внесення змін до деяких законодавчих актів України щодо захисту права власності";"Друге читання - 04.10.2019";8;6;1;0;1;0;0;"Іванчук Андрій Володимирович (народний депутат IX скл.)"
"3355-1";"Про внесення змін до деяких законів України щодо визначення суб'єктів, на яких поширюється дія антикорупційного законодавства";"Друге читання - 11.06.2020";2;0;1;1;0;0;0;"Іванчук Андрій Володимирович (народний депутат IX скл.)"
870;"\"Про внесення змін до деяких законодавчих актів України (щодо охорони фауни та флори згідно міжнародних угод)\"";"Друге читання - 30.10.2019";9;9;0;0;0;0;0;"Івахів Степан Петрович (народний депутат IX скл.)"
873;"Про внесення змін до деяких законів України щодо введення заборони на суцільну вирубку ялицево-букових лісів на гірських схилах Карпатського регіону";"Друге читання - 09.10.2019";11;11;0;0;0;0;0;"Івахів Степан Петрович (народний депутат IX скл.)"
"0856";"Про сільськогосподарську кооперацію";"Друге читання - 30.10.2019";11;3;6;1;1;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"0901";"Про повну загальну середню освіту";"Друге читання - 20.12.2020";44;11;21;2;10;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1035-2";"Про внесення змін до Закону України \"Про статус народного депутата України\" та до Регламенту Верховної Ради України щодо припинення відшкодування народному депутату України витрат, пов'язаних з виконанням депутатських повноважень, у разі пропуску без пова";"Друге читання - 01.10.2019";3;0;0;3;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1039-2";"Про внесення зміни до статті 116 Регламенту Верховної Ради України щодо вимог до пропозицій і поправок до законопроекту, що готується до другого читання";"Друге читання - 01.10.2019";4;0;1;3;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1050";"Про внесення змін до деяких законодавчих актів України щодо скорочення переліку видів господарської діяльності, що підлягають ліцензуванню";"Друге читання - 17.09.2019";3;0;2;0;1;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1054-1";"Про визнання таким, що втратив чинність, Закону України \"Про перелік об'єктів права державної власності, що не підлягають приватизації\" (на заміну)";"Друге читання - 02.10.2019";3;0;3;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1056-1";"Про внесення змін до деяких законодавчих актів України щодо захисту права власності";"Друге читання - 04.10.2019";8;0;8;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1059";"Про внесення змін до деяких законодавчих актів України щодо стимулювання інвестиційної діяльності в Україні";"Друге читання - 20.09.2019";12;0;12;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1060";"Про внесення змін до деяких законодавчих актів України щодо удосконалення порядку ліцензування господарської діяльності";"Друге читання - 01.10.2019";5;1;4;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1061";"Про внесення змін до деяких законодавчих актів України щодо управління безпекою автомобільних доріг";"Друге читання - 08.10.2019";10;1;9;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1062";"Про внесення змін до деяких законодавчих актів України щодо вдосконалення охорони прав на компонування напівпровідникових виробів";"Друге читання - 18.09.2019";1;0;1;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1065";"Про внесення змін до деяких законодавчих актів України щодо вдосконалення правової охорони географічних зазначень";"Друге читання - 19.09.2019";23;21;1;0;1;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1066";"Про внесення змін до деяких законів України щодо перезавантаження влади";"Друге читання - 18.09.2019";31;0;28;1;2;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1081";"Про внесення змін до деяких законодавчих актів України щодо удосконалення порядку надання адміністративних послуг у сфері будівництва та створення Єдиної державної електронної системи у сфері будівництва";"Друге читання - 01.10.2019";7;1;2;2;2;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1182-1-д";"Про внутрішній водний транспорт (ч.І)";"Друге читання - 24.09.2020";18;1;13;4;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1182-1-д";"Про внутрішній водний транспорт (ч.ІІ)";"Друге читання - 24.09.2020";2;0;1;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1197";"Про внесення змін до статті 6 Закону України \"Про статус ветеранів війни, гарантії їх соціального захисту\" (щодо забезпечення прав військовослужбовців Військово-морських сил та Повітряних сил Збройних Сил України на отримання статусу учасника бойових дій)";"Друге читання - 17.12.2019";4;0;4;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1198";"Про внесення зміни до статті 13 Закону України \"Про статус ветеранів війни, гарантії їх соціального захисту\" щодо посилення соціального захисту окремих категорій осіб з інвалідністю внаслідок війни";"Друге читання - 17.12.2019";2;0;1;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1210";"Про внесення змін до Податкового кодексу України щодо вдосконалення адміністрування податків, усунення технічних та логічних неузгодженостей у податковому законодавстві (Частина ІІІ)";"Друге читання - 13.01.2020";1;1;0;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1220";"Про внесення змін до Закону України \"Про нотаріат\" щодо усунення законодавчих колізій та прогалин";"Друге читання - 06.05.2020";5;2;2;0;1;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1233";"Про внесення змін до Кодексу законів про працю України щодо усунення норм, які порушують права та законні інтереси роботодавців України";"Друге читання - 28.10.2019";7;1;4;2;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2042";"Про внесення змін до деяких законів України щодо доступу до інфраструктури об'єктів будівництва, транспорту, електроенергетики";"Повторне друге читання - 15.04.2020";6;1;4;0;1;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2116";"Про внесення змін до Закону України \"Про Державне бюро розслідувань\" щодо удосконалення діяльності Державного бюро розслідувань";"Друге читання - 13.11.2019";4;1;3;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2143-3";"Про місто Київ - столицю України(з врахуванням зауважень Головного юридичного управління Апарату Верховної Ради України від 24.04.2020 відповідно до частини другої статті 117 та частини шостої статті 118 Регламенту Верховної Ради України)";"Друге читання - 15.07.2020";19;10;7;2;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2148";"Про внесення змін до деяких законодавчих актів України щодо забезпечення особистого голосування народними депутатами України";"Друге читання - 18.12.2019";6;1;5;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2168";"Про внесення змін до деяких законодавчих актів України щодо формування державної політики у сфері праці, трудових відносин, зайнятості населення та трудової міграції";"Друге читання - 13.11.2019";1;0;1;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2172";"Про внесення змін до деяких законодавчих актів України щодо зменшення тиску на бізнес з боку органів ринкового нагляду";"Друге читання - 04.12.2019";47;14;28;5;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2178-10";"Про внесення змін до деяких законодавчих актів України щодо обігу земель сільськогосподарського призначення (чІ)";"Друге читання - 28.12.2019";38;0;38;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2178-10";"Про внесення змін до деяких законодавчих актів України щодо обігу земель сільськогосподарського призначення (ч.V)";"Друге читання - 28.12.2019";8;0;8;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2178-10";"Про внесення змін до деяких законодавчих актів України щодо обігу земель сільськогосподарського призначення (чІV)";"Друге читання - 28.12.2019";12;0;12;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2187";"Про внесення змін до деяких законодавчих актів України щодо збереження культурних цінностей";"Друге читання - 04.12.2019";4;1;2;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2194";"Про внесення змін до Земельного кодексу України та інших законодавчих актів щодо удосконалення системи управління та дерегуляції у сфері земельних відносин (ч.І)";"Друге читання - 07.10.2020";130;5;117;2;6;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2194";"Про внесення змін до Земельного кодексу України та інших законодавчих актів щодо удосконалення системи управління та дерегуляції у сфері земельних відносин (ч.ІІ)";"Друге читання - 07.10.2020";71;15;48;3;5;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2194";"Про внесення змін до Земельного кодексу України та інших законодавчих актів щодо удосконалення системи управління та дерегуляції у сфері земельних відносин (ч.І)";"Повторне друге читання - 05.02.2021";156;15;128;4;9;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2194";"Про внесення змін до Земельного кодексу України та інших законодавчих актів щодо удосконалення системи управління та дерегуляції у сфері земельних відносин (ч.ІІ)";"Повторне друге читання - 05.02.2021";167;27;121;7;12;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2195";"Про внесення змін до деяких законодавчих актів щодо продажу земельних ділянок державної та комунальної власності або прав на них (оренди, суперфіцію, емфітевзису) через електронні аукціони";"Друге читання - 05.02.2021";82;3;74;3;2;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2239-1";"Про внесення змін до деяких законів України у зв'язку з відокремленням діяльності з транспортування природного газу";"Друге читання - 30.10.2019";7;3;4;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2259";"Про внесення змін до деяких законодавчих актів України (щодо реформи патентного законодавства)";"Друге читання - 13.07.2020";22;6;9;5;2;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2260";"Про внесення змін до деяких законів України (додаткова)";"Друге читання - 05.12.2019";1;0;1;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2260";"Про внесення змін до деяких законів України";"Друге читання - 04.12.2019";9;0;8;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2275";"Про внесення змін до деяких законів України щодо стабілізації функціонування системи загальнообов'язкового державного соціального страхування";"Друге читання - 20.05.2020";8;0;8;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2280";"Про внесення змін до Земельного кодексу України та інших законодавчих актів щодо планування використання земель";"Друге читання - 01.01.2020";31;11;17;0;3;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2285-д";"Про державне регулювання діяльності щодо організації та проведення азартних ігор (Частина І)";"Друге читання - 03.06.2020";42;12;24;6;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2285-д";"Про державне регулювання діяльності щодо організації та проведення азартних ігор (Частина ІІ)";"Друге читання - 03.06.2020";3;0;2;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2285-д";"Про державне регулювання діяльності щодо організації та проведення азартних ігор (Частина І)";"Друге читання - 03.06.2020";15;0;13;2;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2300";"Про внесення змін до Закону України ''Про державне регулювання виробництва і обігу спирту етилового, коньячного і плодового, алкогольних напоїв, тютюнових виробів та пального'' щодо лібералізації діяльності у сфері виробництва і обігу спирту етилового";"Друге читання - 02.12.2019";8;1;6;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2351";"Про внесення змін до деяких законодавчих актів України (щодо імплементації положень деяких міжнародних угод та директив ЄС у сфері охорони тваринного та рослинного світу)";"Повторне друге читання - 30.06.2021";20;6;4;8;2;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2351";"Про внесення змін до деяких законодавчих актів України (щодо імплементації положень деяких міжнародних угод та директив ЄС у сфері охорони тваринного та рослинного світу)";"Друге читання - 30.06.2021";20;6;4;8;2;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2370";"Про національну інфраструктуру геопросторових даних";"Друге читання - 11.03.2020";15;6;5;1;3;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2379";"Про внесення змін до Лісового кодексу України щодо проведення національної інвентаризації лісів";"Друге читання - 14.04.2020";8;0;8;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2494";"Про внесення змін до деяких законодавчих актів України";"Повторне друге читання - 27.05.2020";17;5;11;0;1;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2494";"Про внесення змін до деяких законодавчих актів України";"Друге читання - 05.02.2020";17;5;11;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"2653";"Про внесення змін до Закону України \"Про місцеве самоврядування в Україні\"";"Друге читання - 19.02.2020";5;2;3;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"3132";"Про внесення змін до Закону України \"Про Антимонопольний комітет України\" та деяких інших законодавчих актів України щодо вдосконалення системи органів Антимонопольного комітету";"Повторне друге читання - 25.01.2021";38;9;25;4;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"3354";"Про внесення змін до Кодексу України про адміністративні правопорушення та Кримінального кодексу України щодо посилення відповідальності за невиконання законних вимог та перешкоджання діяльності народного депутата України, Рахункової палати, депутата місц";"Друге читання - 22.05.2020";8;1;5;1;1;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"3398";"Про внесення змін до Розділу Х''Прикінцеві та перехідні положення'' Закону України ''Про державний контроль за дотриманням законодавства про харчові продукти, корми, побічні продукти тваринного походження, здоров`я та благополуччя тварин''";"Друге читання - 27.05.2020";1;0;0;0;1;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"3438";"Про внесення змін до Закону України \"Про оцінку впливу на довкілля\" щодо запобігання виникненню і поширенню коронавірусної хвороби (СОVІD-19)";"Друге читання - 10.06.2020";1;0;0;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"3739";"Про внесення змін до Закону України \"Про публічні закупівлі\" щодо створення передумов для сталого розвитку та модернізації вітчизняної промисловості";"Друге читання - 07.12.2020";8;1;5;0;2;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"3760";"Про державну підтримку інвестиційних проектів зі значними інвестиціями";"Друге читання - 04.11.2020";16;0;15;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"3760";"Про державну підтримку інвестиційних проектів зі значними інвестиціями";"Повторне друге читання - 15.12.2020";22;0;21;1;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"4000";"Про Державний бюджет України на 2021 рік";"Перше читання - 02.11.2020";118;3;81;34;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"5197-2";"Про внесення змін до додатків №3 та №4 Закону України \"Про Державний бюджет України на 2021 рік\" щодо забезпечення діяльності Міністерства аграрної політики та продовольства України\"";"Друге читання - 08.04.2021";2;1;1;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"5304";"Про внесення змін до Закону України \"Про Державний бюджет України на 2021 рік\" щодо збільшення видатків на забезпечення здійснення правосуддя місцевими, апеляційними судами";"Друге читання - 19.05.2021";3;0;3;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"5308";"Про внесення змін до Закону України \"Про Державний бюджет України на 2021 рік\" щодо впровадження фінансово-кредитних механізмів забезпечення громадян України житлом";"Друге читання - 28.04.2021";1;0;1;0;0;0;0;"Івченко Вадим Євгенович (народний депутат IX скл.)"
"1066";"Про внесення змін до деяких законів України щодо перезавантаження влади";"Друге читання - 18.09.2019";1;0;1;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"1076";"Про внесення змін до Закону України \"Про публічні закупівлі\" та деяких інших законодавчих актів України щодо вдосконалення публічних закупівель (ч.ІІ)";"Друге читання - 18.09.2019";3;0;3;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"1076";"Про внесення змін до Закону України \"Про публічні закупівлі\" та деяких інших законодавчих актів України щодо вдосконалення публічних закупівель (ч.І)";"Друге читання - 18.09.2019";1;0;1;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"1224";"Про внесення змін до деяких законів України щодо застосування Збройними Силами України та Державною спеціальною службою транспорту бойової техніки, зброї та спеціальних засобів в особливий період";"Друге читання - 01.10.2019";3;1;0;0;2;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"1225";"Про матеріальну відповідальність військовослужбовців та деяких інших осіб";"Друге читання - 02.10.2019";18;12;4;2;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"1227";"Про внесення змін до Закону України \"Про військовий обов'язок і військову службу\" щодо удосконалення деяких питань проходження громадянами військової служби";"Друге читання - 01.10.2019";6;0;3;2;1;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2045-1";"Про внесення змін до деяких законодавчих актів України щодо надання статусу та соціальних гарантій окремим особам із числа учасників антитерористичної операції";"Друге читання - 13.11.2019";5;0;4;0;1;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2116";"Про внесення змін до Закону України \"Про Державне бюро розслідувань\" щодо удосконалення діяльності Державного бюро розслідувань";"Друге читання - 13.11.2019";23;1;18;4;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2178-10";"Про внесення змін до деяких законодавчих актів України щодо обігу земель сільськогосподарського призначення (ч.V)";"Друге читання - 28.12.2019";6;0;6;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2178-10";"Про внесення змін до деяких законодавчих актів України щодо обігу земель сільськогосподарського призначення (чІV)";"Друге читання - 28.12.2019";4;0;4;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2178-10";"Про внесення змін до деяких законодавчих актів України щодо обігу земель сільськогосподарського призначення (чІ)";"Друге читання - 28.12.2019";1;0;1;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2178-10";"Про внесення змін до деяких законодавчих актів України щодо обігу земель сільськогосподарського призначення (ч ІІІ)";"Друге читання - 28.12.2019";2;0;2;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2233";"Про внесення змін до Закону України \"Про ринок електричної енергії\"";"Друге читання - 29.11.2019";2;0;2;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2237";"Про внесення змін до деяких законодавчих актів України з метою приведення у відповідність до Закону України \"Про внесення змін до статті 80 Конституції України щодо недоторканності народних депутатів України\"";"Друге читання - 16.12.2019";5;0;5;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2255";"Про внесення змін до деяких законодавчих актів України щодо створення національного органу інтелектуальної власності";"Друге читання - 03.06.2020";51;10;22;19;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2260";"Про внесення змін до деяких законів України";"Друге читання - 04.12.2019";1;0;1;0;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2428";"Проект Закону про внесення змін до деяких законодавчих актів України щодо невідкладних заходів у сфері охорони здоров'я";"Друге читання - 16.12.2019";9;2;6;0;1;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"2457";"Про внесення змін до деяких законодавчих актів України, що регулюють питання трансплантації анатомічних матеріалів людині";"Друге читання - 16.12.2019";13;2;8;1;2;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"3087-д";"Про Бюро економічної безпеки України";"Друге читання - 28.09.2020";101;50;45;5;1;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"3377";"Про внесення змін до деяких законодавчих актів щодо державної підтримки сфери культури, креативних індустрій, туризму, малого та середнього бізнесу у зв'язку з дією обмежувальних заходів, пов'язаних із поширенням коронавірусної хвороби (СОVІD-19)";"Друге читання - 03.06.2020";2;0;1;1;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"3760";"Про державну підтримку інвестиційних проектів зі значними інвестиціями";"Повторне друге читання - 15.12.2020";62;7;47;6;2;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"3760";"Про державну підтримку інвестиційних проектів зі значними інвестиціями";"Друге читання - 04.11.2020";62;7;47;6;2;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"4000";"Про Державний бюджет України на 2021 рік";"Перше читання - 02.11.2020";47;2;32;13;0;0;0;"Іонова Марія Миколаївна (народний депутат IX скл.)"
"0887";"Проект Закону про внесення змін до деяких законів України (щодо впровадження Єдиного реєстру осіб засуджених за злочини проти статевої свободи та статевої недоторканості малолітньої чи малолітнього та посилення відповідальності за злочини, вчинені проти с";"Друге читання - 09.10.2019";1;1;0;0;0;0;0;"Іонушас Сергій Костянтинович (народний депутат IX скл.)"
"1032";"Про внесення змін до законодавчих актів щодо першочергових заходів із реформи органів прокуратури";"Друге читання - 17.09.2019";9;9;0;0;0;0;0;"Іонушас Сергій Костянтинович (народний депутат IX скл.)"
"1208-2";"Про Бюро фінансових розслідувань";"Друге читання - 13.11.2019";20;8;11;1;0;0;0;"Іонушас Сергій Костянтинович (народний депутат IX скл.)"
"2161";"Про внесення змін до Закону України \"Про оперативно-розшукову діяльність\" щодо вдосконалення діяльності Державної прикордонної служби України";"Друге читання - 30.10.2019";1;1;0;0;0;0;0;"Іонушас Сергій Костянтинович (народний депутат IX скл.)"
"2255";"Про внесення змін до деяких законодавчих актів України щодо створення національного органу інтелектуальної власності";"Друге читання - 03.06.2020";18;6;6;6;0;0;0;"Іонушас Сергій Костянтинович (народний депутат IX скл.)"
"2258";"Про внесення змін до деяких законодавчих актів України щодо посилення охорони і захисту прав на торговельні марки і промислові зразки та боротьби з патентним тролінгом";"Друге читання - 01.07.2020";22;10;10;1;1;0;0;"Іонушас Сергій Костянтинович (народний депутат IX скл.)"
"2285-д";"Про державне регулювання діяльності щодо організації та проведення азартних ігор (Частина І)";"Друге читання - 03.06.2020";11;3;1;7;0;0;0;"Іонушас Сергій Костянтинович (народний депутат IX скл.)"
"2285-д";"Про державне регулювання діяльності щодо організації та проведення азартних ігор (Частина І)";"Друге читання - 03.06.2020";3;1;1;1;0;0;0;"Іонушас Сергій Костянтинович (народний депутат IX скл.)"
